# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
189        	((-9.209e+00 1.052e+01 -4.300e-01) (-2.403e-01 1.789e-02 2.755e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.371e-01 -2.440e+00 -5.412e+00) (9.816e-03 -7.288e-03 5.020e-02) (0.000e+00 0.000e+00 0.000e+00))
190        	((-9.159e+00 1.054e+01 -4.368e-01) (-2.397e-01 1.791e-02 2.785e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.395e-01 -2.429e+00 -5.442e+00) (9.856e-03 -7.092e-03 5.003e-02) (0.000e+00 0.000e+00 0.000e+00))
191        	((-9.109e+00 1.053e+01 -4.238e-01) (-2.390e-01 1.788e-02 2.820e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.371e-01 -2.411e+00 -5.455e+00) (9.916e-03 -6.869e-03 4.988e-02) (0.000e+00 0.000e+00 0.000e+00))
192        	((-9.060e+00 1.049e+01 -3.880e-01) (-2.383e-01 1.788e-02 2.858e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.302e-01 -2.388e+00 -5.452e+00) (9.965e-03 -6.643e-03 4.973e-02) (0.000e+00 0.000e+00 0.000e+00))
193        	((-9.016e+00 1.042e+01 -3.274e-01) (-2.376e-01 1.782e-02 2.901e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.193e-01 -2.363e+00 -5.436e+00) (1.003e-02 -6.393e-03 4.962e-02) (0.000e+00 0.000e+00 0.000e+00))
194        	((-8.973e+00 1.032e+01 -2.458e-01) (-2.369e-01 1.775e-02 2.946e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.047e-01 -2.334e+00 -5.403e+00) (1.009e-02 -6.143e-03 4.952e-02) (0.000e+00 0.000e+00 0.000e+00))
195        	((-8.929e+00 1.020e+01 -1.437e-01) (-2.363e-01 1.765e-02 2.990e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.874e-01 -2.302e+00 -5.355e+00) (1.015e-02 -5.900e-03 4.945e-02) (0.000e+00 0.000e+00 0.000e+00))
196        	((-8.881e+00 1.006e+01 -3.274e-02) (-2.356e-01 1.755e-02 3.034e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.695e-01 -2.268e+00 -5.297e+00) (1.020e-02 -5.678e-03 4.938e-02) (0.000e+00 0.000e+00 0.000e+00))
197        	((-8.824e+00 9.936e+00 8.159e-02) (-2.350e-01 1.740e-02 3.077e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.528e-01 -2.231e+00 -5.230e+00) (1.024e-02 -5.457e-03 4.935e-02) (0.000e+00 0.000e+00 0.000e+00))
198        	((-8.758e+00 9.828e+00 1.853e-01) (-2.344e-01 1.724e-02 3.111e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.390e-01 -2.194e+00 -5.165e+00) (1.025e-02 -5.286e-03 4.932e-02) (0.000e+00 0.000e+00 0.000e+00))
199        	((-8.682e+00 9.744e+00 2.723e-01) (-2.337e-01 1.702e-02 3.134e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.289e-01 -2.158e+00 -5.104e+00) (1.025e-02 -5.169e-03 4.934e-02) (0.000e+00 0.000e+00 0.000e+00))
200        	((-8.600e+00 9.687e+00 3.372e-01) (-2.330e-01 1.677e-02 3.144e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.226e-01 -2.125e+00 -5.054e+00) (1.021e-02 -5.135e-03 4.934e-02) (0.000e+00 0.000e+00 0.000e+00))
201        	((-8.514e+00 9.660e+00 3.765e-01) (-2.321e-01 1.651e-02 3.149e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.200e-01 -2.096e+00 -5.018e+00) (1.017e-02 -5.115e-03 4.933e-02) (0.000e+00 0.000e+00 0.000e+00))
202        	((-8.425e+00 9.660e+00 3.901e-01) (-2.312e-01 1.627e-02 3.146e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.204e-01 -2.072e+00 -4.997e+00) (1.012e-02 -5.127e-03 4.928e-02) (0.000e+00 0.000e+00 0.000e+00))
203        	((-8.337e+00 9.687e+00 3.803e-01) (-2.303e-01 1.604e-02 3.138e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.234e-01 -2.053e+00 -4.989e+00) (1.008e-02 -5.164e-03 4.919e-02) (0.000e+00 0.000e+00 0.000e+00))
204        	((-8.255e+00 9.733e+00 3.522e-01) (-2.294e-01 1.586e-02 3.127e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.276e-01 -2.038e+00 -4.992e+00) (1.004e-02 -5.206e-03 4.906e-02) (0.000e+00 0.000e+00 0.000e+00))
205        	((-8.185e+00 9.786e+00 3.142e-01) (-2.285e-01 1.571e-02 3.116e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.321e-01 -2.028e+00 -5.001e+00) (1.001e-02 -5.229e-03 4.890e-02) (0.000e+00 0.000e+00 0.000e+00))
206        	((-8.131e+00 9.833e+00 2.745e-01) (-2.277e-01 1.559e-02 3.108e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.356e-01 -2.022e+00 -5.013e+00) (9.980e-03 -5.238e-03 4.873e-02) (0.000e+00 0.000e+00 0.000e+00))
207        	((-8.096e+00 9.866e+00 2.404e-01) (-2.268e-01 1.549e-02 3.105e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.374e-01 -2.019e+00 -5.026e+00) (9.969e-03 -5.201e-03 4.855e-02) (0.000e+00 0.000e+00 0.000e+00))
208        	((-8.081e+00 9.880e+00 2.160e-01) (-2.261e-01 1.540e-02 3.106e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.370e-01 -2.019e+00 -5.039e+00) (9.961e-03 -5.134e-03 4.838e-02) (0.000e+00 0.000e+00 0.000e+00))
209        	((-8.083e+00 9.879e+00 2.037e-01) (-2.253e-01 1.529e-02 3.113e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.345e-01 -2.023e+00 -5.053e+00) (9.969e-03 -5.023e-03 4.825e-02) (0.000e+00 0.000e+00 0.000e+00))
210        	((-8.098e+00 9.860e+00 2.043e-01) (-2.247e-01 1.517e-02 3.120e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.296e-01 -2.029e+00 -5.069e+00) (9.977e-03 -4.930e-03 4.816e-02) (0.000e+00 0.000e+00 0.000e+00))
211        	((-8.119e+00 9.827e+00 2.168e-01) (-2.240e-01 1.504e-02 3.125e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.228e-01 -2.037e+00 -5.086e+00) (9.986e-03 -4.865e-03 4.809e-02) (0.000e+00 0.000e+00 0.000e+00))
212        	((-8.141e+00 9.789e+00 2.376e-01) (-2.234e-01 1.491e-02 3.124e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.149e-01 -2.044e+00 -5.104e+00) (9.988e-03 -4.850e-03 4.804e-02) (0.000e+00 0.000e+00 0.000e+00))
213        	((-8.158e+00 9.754e+00 2.621e-01) (-2.227e-01 1.477e-02 3.122e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.067e-01 -2.050e+00 -5.125e+00) (9.994e-03 -4.849e-03 4.801e-02) (0.000e+00 0.000e+00 0.000e+00))
214        	((-8.168e+00 9.732e+00 2.833e-01) (-2.220e-01 1.464e-02 3.117e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.994e-01 -2.057e+00 -5.146e+00) (9.999e-03 -4.893e-03 4.800e-02) (0.000e+00 0.000e+00 0.000e+00))
215        	((-8.169e+00 9.727e+00 2.983e-01) (-2.214e-01 1.449e-02 3.111e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.937e-01 -2.061e+00 -5.168e+00) (1.002e-02 -4.957e-03 4.800e-02) (0.000e+00 0.000e+00 0.000e+00))
216        	((-8.160e+00 9.741e+00 3.033e-01) (-2.207e-01 1.433e-02 3.102e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.903e-01 -2.063e+00 -5.190e+00) (1.003e-02 -5.054e-03 4.804e-02) (0.000e+00 0.000e+00 0.000e+00))
217        	((-8.142e+00 9.773e+00 2.970e-01) (-2.201e-01 1.415e-02 3.095e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.896e-01 -2.064e+00 -5.210e+00) (1.007e-02 -5.142e-03 4.812e-02) (0.000e+00 0.000e+00 0.000e+00))
218        	((-8.116e+00 9.815e+00 2.796e-01) (-2.195e-01 1.395e-02 3.089e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.911e-01 -2.062e+00 -5.225e+00) (1.010e-02 -5.226e-03 4.821e-02) (0.000e+00 0.000e+00 0.000e+00))
219        	((-8.084e+00 9.861e+00 2.524e-01) (-2.189e-01 1.372e-02 3.087e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.946e-01 -2.058e+00 -5.233e+00) (1.015e-02 -5.277e-03 4.833e-02) (0.000e+00 0.000e+00 0.000e+00))
220        	((-8.048e+00 9.898e+00 2.198e-01) (-2.183e-01 1.350e-02 3.084e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.990e-01 -2.052e+00 -5.235e+00) (1.019e-02 -5.333e-03 4.845e-02) (0.000e+00 0.000e+00 0.000e+00))
221        	((-8.008e+00 9.918e+00 1.869e-01) (-2.177e-01 1.328e-02 3.085e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.034e-01 -2.044e+00 -5.229e+00) (1.024e-02 -5.340e-03 4.855e-02) (0.000e+00 0.000e+00 0.000e+00))
222        	((-7.964e+00 9.913e+00 1.576e-01) (-2.171e-01 1.311e-02 3.089e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.069e-01 -2.033e+00 -5.216e+00) (1.028e-02 -5.313e-03 4.860e-02) (0.000e+00 0.000e+00 0.000e+00))
223        	((-7.916e+00 9.880e+00 1.357e-01) (-2.165e-01 1.297e-02 3.099e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.087e-01 -2.020e+00 -5.198e+00) (1.034e-02 -5.230e-03 4.862e-02) (0.000e+00 0.000e+00 0.000e+00))
224        	((-7.867e+00 9.823e+00 1.224e-01) (-2.158e-01 1.286e-02 3.109e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.086e-01 -2.006e+00 -5.176e+00) (1.039e-02 -5.113e-03 4.858e-02) (0.000e+00 0.000e+00 0.000e+00))
225        	((-7.820e+00 9.749e+00 1.164e-01) (-2.152e-01 1.278e-02 3.124e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.070e-01 -1.993e+00 -5.154e+00) (1.045e-02 -4.947e-03 4.852e-02) (0.000e+00 0.000e+00 0.000e+00))
226        	((-7.777e+00 9.668e+00 1.157e-01) (-2.145e-01 1.273e-02 3.140e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.043e-01 -1.980e+00 -5.133e+00) (1.050e-02 -4.744e-03 4.839e-02) (0.000e+00 0.000e+00 0.000e+00))
227        	((-7.739e+00 9.585e+00 1.194e-01) (-2.138e-01 1.269e-02 3.156e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.011e-01 -1.968e+00 -5.113e+00) (1.055e-02 -4.529e-03 4.823e-02) (0.000e+00 0.000e+00 0.000e+00))
228        	((-7.708e+00 9.507e+00 1.272e-01) (-2.130e-01 1.271e-02 3.171e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.977e-01 -1.956e+00 -5.095e+00) (1.059e-02 -4.301e-03 4.800e-02) (0.000e+00 0.000e+00 0.000e+00))
229        	((-7.682e+00 9.436e+00 1.391e-01) (-2.122e-01 1.274e-02 3.185e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.944e-01 -1.945e+00 -5.079e+00) (1.063e-02 -4.062e-03 4.774e-02) (0.000e+00 0.000e+00 0.000e+00))
230        	((-7.662e+00 9.376e+00 1.555e-01) (-2.114e-01 1.283e-02 3.193e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.911e-01 -1.934e+00 -5.065e+00) (1.064e-02 -3.850e-03 4.741e-02) (0.000e+00 0.000e+00 0.000e+00))
231        	((-7.648e+00 9.327e+00 1.756e-01) (-2.105e-01 1.289e-02 3.196e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.883e-01 -1.922e+00 -5.056e+00) (1.066e-02 -3.661e-03 4.709e-02) (0.000e+00 0.000e+00 0.000e+00))
232        	((-7.637e+00 9.287e+00 1.984e-01) (-2.096e-01 1.299e-02 3.194e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.859e-01 -1.910e+00 -5.049e+00) (1.065e-02 -3.507e-03 4.674e-02) (0.000e+00 0.000e+00 0.000e+00))
233        	((-7.629e+00 9.260e+00 2.222e-01) (-2.087e-01 1.307e-02 3.187e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.842e-01 -1.899e+00 -5.046e+00) (1.066e-02 -3.380e-03 4.641e-02) (0.000e+00 0.000e+00 0.000e+00))
234        	((-7.626e+00 9.244e+00 2.450e-01) (-2.077e-01 1.319e-02 3.177e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.834e-01 -1.888e+00 -5.048e+00) (1.064e-02 -3.282e-03 4.603e-02) (0.000e+00 0.000e+00 0.000e+00))
235        	((-7.629e+00 9.239e+00 2.659e-01) (-2.068e-01 1.332e-02 3.167e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.837e-01 -1.880e+00 -5.055e+00) (1.064e-02 -3.174e-03 4.567e-02) (0.000e+00 0.000e+00 0.000e+00))
236        	((-7.638e+00 9.242e+00 2.840e-01) (-2.058e-01 1.350e-02 3.155e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.850e-01 -1.875e+00 -5.066e+00) (1.061e-02 -3.094e-03 4.527e-02) (0.000e+00 0.000e+00 0.000e+00))
237        	((-7.655e+00 9.250e+00 2.990e-01) (-2.049e-01 1.369e-02 3.131e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.873e-01 -1.873e+00 -5.080e+00) (1.056e-02 -3.077e-03 4.486e-02) (0.000e+00 0.000e+00 0.000e+00))
238        	((-7.674e+00 9.255e+00 3.126e-01) (-2.039e-01 1.390e-02 3.111e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.896e-01 -1.871e+00 -5.092e+00) (1.052e-02 -3.045e-03 4.443e-02) (0.000e+00 0.000e+00 0.000e+00))
239        	((-7.695e+00 9.257e+00 3.233e-01) (-2.029e-01 1.407e-02 3.092e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.927e-01 -1.871e+00 -5.101e+00) (1.048e-02 -3.007e-03 4.405e-02) (0.000e+00 0.000e+00 0.000e+00))
240        	((-7.714e+00 9.257e+00 3.317e-01) (-2.019e-01 1.425e-02 3.073e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.960e-01 -1.871e+00 -5.106e+00) (1.044e-02 -2.982e-03 4.368e-02) (0.000e+00 0.000e+00 0.000e+00))
241        	((-7.724e+00 9.255e+00 3.366e-01) (-2.011e-01 1.442e-02 3.050e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.987e-01 -1.868e+00 -5.103e+00) (1.039e-02 -3.000e-03 4.337e-02) (0.000e+00 0.000e+00 0.000e+00))
242        	((-7.719e+00 9.255e+00 3.357e-01) (-2.003e-01 1.459e-02 3.026e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.007e-01 -1.859e+00 -5.090e+00) (1.032e-02 -3.049e-03 4.309e-02) (0.000e+00 0.000e+00 0.000e+00))
243        	((-7.697e+00 9.255e+00 3.300e-01) (-1.996e-01 1.469e-02 2.997e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.013e-01 -1.845e+00 -5.067e+00) (1.024e-02 -3.161e-03 4.290e-02) (0.000e+00 0.000e+00 0.000e+00))
244        	((-7.660e+00 9.258e+00 3.187e-01) (-1.989e-01 1.478e-02 2.964e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.005e-01 -1.827e+00 -5.037e+00) (1.014e-02 -3.319e-03 4.273e-02) (0.000e+00 0.000e+00 0.000e+00))
245        	((-7.614e+00 9.266e+00 3.027e-01) (-1.983e-01 1.481e-02 2.928e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.992e-01 -1.807e+00 -5.004e+00) (1.005e-02 -3.498e-03 4.262e-02) (0.000e+00 0.000e+00 0.000e+00))
246        	((-7.566e+00 9.281e+00 2.835e-01) (-1.977e-01 1.487e-02 2.892e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.982e-01 -1.788e+00 -4.972e+00) (9.942e-03 -3.701e-03 4.249e-02) (0.000e+00 0.000e+00 0.000e+00))
247        	((-7.523e+00 9.302e+00 2.647e-01) (-1.971e-01 1.493e-02 2.856e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.981e-01 -1.772e+00 -4.942e+00) (9.837e-03 -3.895e-03 4.236e-02) (0.000e+00 0.000e+00 0.000e+00))
248        	((-7.486e+00 9.324e+00 2.497e-01) (-1.965e-01 1.501e-02 2.826e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.990e-01 -1.758e+00 -4.917e+00) (9.732e-03 -4.066e-03 4.219e-02) (0.000e+00 0.000e+00 0.000e+00))
249        	((-7.459e+00 9.343e+00 2.409e-01) (-1.959e-01 1.509e-02 2.803e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.000e-01 -1.748e+00 -4.891e+00) (9.648e-03 -4.187e-03 4.203e-02) (0.000e+00 0.000e+00 0.000e+00))
250        	((-7.441e+00 9.355e+00 2.391e-01) (-1.954e-01 1.521e-02 2.785e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.006e-01 -1.739e+00 -4.866e+00) (9.563e-03 -4.295e-03 4.185e-02) (0.000e+00 0.000e+00 0.000e+00))
251        	((-7.432e+00 9.363e+00 2.432e-01) (-1.950e-01 1.532e-02 2.772e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.008e-01 -1.733e+00 -4.840e+00) (9.495e-03 -4.373e-03 4.168e-02) (0.000e+00 0.000e+00 0.000e+00))
252        	((-7.431e+00 9.370e+00 2.514e-01) (-1.946e-01 1.546e-02 2.763e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.010e-01 -1.731e+00 -4.819e+00) (9.426e-03 -4.437e-03 4.149e-02) (0.000e+00 0.000e+00 0.000e+00))
253        	((-7.437e+00 9.373e+00 2.611e-01) (-1.942e-01 1.556e-02 2.762e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.009e-01 -1.731e+00 -4.798e+00) (9.384e-03 -4.449e-03 4.134e-02) (0.000e+00 0.000e+00 0.000e+00))
254        	((-7.450e+00 9.377e+00 2.707e-01) (-1.939e-01 1.566e-02 2.768e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.007e-01 -1.735e+00 -4.781e+00) (9.356e-03 -4.419e-03 4.119e-02) (0.000e+00 0.000e+00 0.000e+00))
255        	((-7.469e+00 9.383e+00 2.801e-01) (-1.936e-01 1.572e-02 2.780e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.006e-01 -1.742e+00 -4.769e+00) (9.354e-03 -4.345e-03 4.108e-02) (0.000e+00 0.000e+00 0.000e+00))
256        	((-7.493e+00 9.386e+00 2.900e-01) (-1.934e-01 1.577e-02 2.795e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.996e-01 -1.753e+00 -4.762e+00) (9.353e-03 -4.265e-03 4.099e-02) (0.000e+00 0.000e+00 0.000e+00))
257        	((-7.522e+00 9.389e+00 3.024e-01) (-1.931e-01 1.575e-02 2.804e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.980e-01 -1.768e+00 -4.763e+00) (9.358e-03 -4.193e-03 4.096e-02) (0.000e+00 0.000e+00 0.000e+00))
258        	((-7.553e+00 9.388e+00 3.167e-01) (-1.929e-01 1.572e-02 2.813e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.955e-01 -1.786e+00 -4.770e+00) (9.355e-03 -4.128e-03 4.091e-02) (0.000e+00 0.000e+00 0.000e+00))
259        	((-7.588e+00 9.388e+00 3.333e-01) (-1.925e-01 1.563e-02 2.819e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.925e-01 -1.807e+00 -4.787e+00) (9.367e-03 -4.058e-03 4.091e-02) (0.000e+00 0.000e+00 0.000e+00))
260        	((-7.623e+00 9.389e+00 3.517e-01) (-1.922e-01 1.554e-02 2.824e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.894e-01 -1.830e+00 -4.812e+00) (9.371e-03 -4.011e-03 4.092e-02) (0.000e+00 0.000e+00 0.000e+00))
261        	((-7.658e+00 9.393e+00 3.699e-01) (-1.919e-01 1.538e-02 2.832e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.864e-01 -1.856e+00 -4.846e+00) (9.401e-03 -3.949e-03 4.097e-02) (0.000e+00 0.000e+00 0.000e+00))
262        	((-7.692e+00 9.402e+00 3.853e-01) (-1.916e-01 1.527e-02 2.840e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.839e-01 -1.882e+00 -4.887e+00) (9.421e-03 -3.901e-03 4.098e-02) (0.000e+00 0.000e+00 0.000e+00))
263        	((-7.722e+00 9.413e+00 3.961e-01) (-1.913e-01 1.513e-02 2.847e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.819e-01 -1.909e+00 -4.933e+00) (9.446e-03 -3.863e-03 4.102e-02) (0.000e+00 0.000e+00 0.000e+00))
264        	((-7.748e+00 9.424e+00 4.018e-01) (-1.909e-01 1.502e-02 2.851e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.802e-01 -1.935e+00 -4.981e+00) (9.453e-03 -3.853e-03 4.102e-02) (0.000e+00 0.000e+00 0.000e+00))
265        	((-7.765e+00 9.434e+00 4.019e-01) (-1.905e-01 1.489e-02 2.853e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.787e-01 -1.957e+00 -5.029e+00) (9.462e-03 -3.855e-03 4.103e-02) (0.000e+00 0.000e+00 0.000e+00))
266        	((-7.772e+00 9.441e+00 3.967e-01) (-1.902e-01 1.477e-02 2.850e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.770e-01 -1.974e+00 -5.073e+00) (9.452e-03 -3.906e-03 4.103e-02) (0.000e+00 0.000e+00 0.000e+00))
267        	((-7.768e+00 9.441e+00 3.865e-01) (-1.897e-01 1.462e-02 2.846e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.749e-01 -1.985e+00 -5.111e+00) (9.448e-03 -3.968e-03 4.105e-02) (0.000e+00 0.000e+00 0.000e+00))
268        	((-7.755e+00 9.433e+00 3.733e-01) (-1.893e-01 1.449e-02 2.838e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.722e-01 -1.989e+00 -5.140e+00) (9.426e-03 -4.072e-03 4.105e-02) (0.000e+00 0.000e+00 0.000e+00))
269        	((-7.738e+00 9.415e+00 3.595e-01) (-1.889e-01 1.431e-02 2.828e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.686e-01 -1.989e+00 -5.160e+00) (9.416e-03 -4.183e-03 4.108e-02) (0.000e+00 0.000e+00 0.000e+00))
270        	((-7.720e+00 9.390e+00 3.465e-01) (-1.885e-01 1.416e-02 2.816e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.645e-01 -1.986e+00 -5.172e+00) (9.389e-03 -4.335e-03 4.109e-02) (0.000e+00 0.000e+00 0.000e+00))
271        	((-7.707e+00 9.360e+00 3.368e-01) (-1.880e-01 1.400e-02 2.804e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.598e-01 -1.981e+00 -5.178e+00) (9.369e-03 -4.486e-03 4.110e-02) (0.000e+00 0.000e+00 0.000e+00))
272        	((-7.702e+00 9.330e+00 3.319e-01) (-1.875e-01 1.386e-02 2.790e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.549e-01 -1.978e+00 -5.181e+00) (9.336e-03 -4.670e-03 4.107e-02) (0.000e+00 0.000e+00 0.000e+00))
273        	((-7.708e+00 9.304e+00 3.330e-01) (-1.869e-01 1.370e-02 2.776e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.500e-01 -1.977e+00 -5.185e+00) (9.316e-03 -4.843e-03 4.105e-02) (0.000e+00 0.000e+00 0.000e+00))
274        	((-7.725e+00 9.285e+00 3.386e-01) (-1.863e-01 1.357e-02 2.762e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.456e-01 -1.980e+00 -5.191e+00) (9.286e-03 -5.029e-03 4.099e-02) (0.000e+00 0.000e+00 0.000e+00))
275        	((-7.752e+00 9.284e+00 3.450e-01) (-1.857e-01 1.343e-02 2.749e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.426e-01 -1.986e+00 -5.201e+00) (9.266e-03 -5.210e-03 4.093e-02) (0.000e+00 0.000e+00 0.000e+00))
276        	((-7.785e+00 9.302e+00 3.491e-01) (-1.851e-01 1.333e-02 2.735e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.417e-01 -1.996e+00 -5.218e+00) (9.237e-03 -5.406e-03 4.083e-02) (0.000e+00 0.000e+00 0.000e+00))
277        	((-7.823e+00 9.338e+00 3.482e-01) (-1.844e-01 1.322e-02 2.722e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.429e-01 -2.008e+00 -5.239e+00) (9.222e-03 -5.589e-03 4.073e-02) (0.000e+00 0.000e+00 0.000e+00))
278        	((-7.860e+00 9.391e+00 3.405e-01) (-1.837e-01 1.319e-02 2.709e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.465e-01 -2.021e+00 -5.263e+00) (9.197e-03 -5.779e-03 4.056e-02) (0.000e+00 0.000e+00 0.000e+00))
279        	((-7.892e+00 9.455e+00 3.258e-01) (-1.830e-01 1.317e-02 2.697e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.521e-01 -2.033e+00 -5.290e+00) (9.186e-03 -5.947e-03 4.038e-02) (0.000e+00 0.000e+00 0.000e+00))
280        	((-7.917e+00 9.524e+00 3.066e-01) (-1.823e-01 1.322e-02 2.686e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.591e-01 -2.041e+00 -5.316e+00) (9.164e-03 -6.114e-03 4.014e-02) (0.000e+00 0.000e+00 0.000e+00))
281        	((-7.933e+00 9.590e+00 2.864e-01) (-1.817e-01 1.331e-02 2.674e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.667e-01 -2.046e+00 -5.341e+00) (9.149e-03 -6.274e-03 3.987e-02) (0.000e+00 0.000e+00 0.000e+00))
282        	((-7.939e+00 9.645e+00 2.685e-01) (-1.810e-01 1.347e-02 2.660e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.737e-01 -2.047e+00 -5.362e+00) (9.119e-03 -6.445e-03 3.953e-02) (0.000e+00 0.000e+00 0.000e+00))
283        	((-7.936e+00 9.685e+00 2.541e-01) (-1.803e-01 1.363e-02 2.647e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.795e-01 -2.043e+00 -5.379e+00) (9.093e-03 -6.606e-03 3.919e-02) (0.000e+00 0.000e+00 0.000e+00))
284        	((-7.925e+00 9.707e+00 2.432e-01) (-1.797e-01 1.389e-02 2.631e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-6.839e-01 -2.036e+00 -5.390e+00) (9.042e-03 -6.785e-03 3.879e-02) (0.000e+00 0.000e+00 0.000e+00))
