# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
190        	((-3.595e+01 1.374e+01 4.202e+01) (-1.129e+00 -5.029e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.157e+01 3.354e+01 9.748e-01) (-1.453e+01 -4.184e+01 1.254e+00) (0.000e+00 0.000e+00 0.000e+00))
191        	((-3.595e+01 1.359e+01 4.189e+01) (-1.127e+00 -5.128e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.159e+01 3.343e+01 1.084e+00) (-1.453e+01 -4.183e+01 1.269e+00) (0.000e+00 0.000e+00 0.000e+00))
192        	((-3.593e+01 1.343e+01 4.174e+01) (-1.126e+00 -5.219e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.159e+01 3.330e+01 1.175e+00) (-1.453e+01 -4.183e+01 1.282e+00) (0.000e+00 0.000e+00 0.000e+00))
193        	((-3.586e+01 1.330e+01 4.160e+01) (-1.126e+00 -5.301e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.158e+01 3.316e+01 1.236e+00) (-1.453e+01 -4.182e+01 1.295e+00) (0.000e+00 0.000e+00 0.000e+00))
194        	((-3.577e+01 1.319e+01 4.145e+01) (-1.127e+00 -5.373e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.156e+01 3.300e+01 1.246e+00) (-1.453e+01 -4.182e+01 1.306e+00) (0.000e+00 0.000e+00 0.000e+00))
195        	((-3.565e+01 1.314e+01 4.130e+01) (-1.128e+00 -5.437e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.154e+01 3.283e+01 1.198e+00) (-1.453e+01 -4.181e+01 1.317e+00) (0.000e+00 0.000e+00 0.000e+00))
196        	((-3.552e+01 1.313e+01 4.115e+01) (-1.130e+00 -5.490e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.150e+01 3.263e+01 1.091e+00) (-1.453e+01 -4.181e+01 1.326e+00) (0.000e+00 0.000e+00 0.000e+00))
197        	((-3.539e+01 1.318e+01 4.100e+01) (-1.132e+00 -5.533e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.147e+01 3.243e+01 9.221e-01) (-1.452e+01 -4.181e+01 1.334e+00) (0.000e+00 0.000e+00 0.000e+00))
198        	((-3.529e+01 1.327e+01 4.084e+01) (-1.134e+00 -5.566e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.142e+01 3.220e+01 7.143e-01) (-1.452e+01 -4.181e+01 1.341e+00) (0.000e+00 0.000e+00 0.000e+00))
199        	((-3.522e+01 1.340e+01 4.066e+01) (-1.137e+00 -5.592e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.137e+01 3.195e+01 4.799e-01) (-1.453e+01 -4.181e+01 1.347e+00) (0.000e+00 0.000e+00 0.000e+00))
200        	((-3.519e+01 1.355e+01 4.047e+01) (-1.139e+00 -5.612e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.132e+01 3.168e+01 2.352e-01) (-1.453e+01 -4.182e+01 1.351e+00) (0.000e+00 0.000e+00 0.000e+00))
201        	((-3.520e+01 1.371e+01 4.026e+01) (-1.140e+00 -5.626e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.127e+01 3.141e+01 -7.622e-03) (-1.453e+01 -4.182e+01 1.354e+00) (0.000e+00 0.000e+00 0.000e+00))
202        	((-3.525e+01 1.388e+01 4.004e+01) (-1.142e+00 -5.635e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.121e+01 3.114e+01 -2.430e-01) (-1.453e+01 -4.183e+01 1.356e+00) (0.000e+00 0.000e+00 0.000e+00))
203        	((-3.533e+01 1.404e+01 3.982e+01) (-1.143e+00 -5.638e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.115e+01 3.087e+01 -4.736e-01) (-1.454e+01 -4.184e+01 1.357e+00) (0.000e+00 0.000e+00 0.000e+00))
204        	((-3.543e+01 1.421e+01 3.959e+01) (-1.143e+00 -5.633e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.109e+01 3.062e+01 -7.058e-01) (-1.454e+01 -4.185e+01 1.356e+00) (0.000e+00 0.000e+00 0.000e+00))
205        	((-3.553e+01 1.438e+01 3.937e+01) (-1.143e+00 -5.619e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.103e+01 3.038e+01 -9.482e-01) (-1.454e+01 -4.186e+01 1.354e+00) (0.000e+00 0.000e+00 0.000e+00))
206        	((-3.564e+01 1.457e+01 3.918e+01) (-1.143e+00 -5.599e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.098e+01 3.016e+01 -1.207e+00) (-1.455e+01 -4.187e+01 1.350e+00) (0.000e+00 0.000e+00 0.000e+00))
207        	((-3.574e+01 1.477e+01 3.899e+01) (-1.142e+00 -5.568e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.092e+01 2.996e+01 -1.478e+00) (-1.455e+01 -4.188e+01 1.344e+00) (0.000e+00 0.000e+00 0.000e+00))
208        	((-3.584e+01 1.499e+01 3.883e+01) (-1.141e+00 -5.530e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.086e+01 2.979e+01 -1.762e+00) (-1.456e+01 -4.189e+01 1.337e+00) (0.000e+00 0.000e+00 0.000e+00))
209        	((-3.595e+01 1.523e+01 3.868e+01) (-1.140e+00 -5.482e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.079e+01 2.963e+01 -2.054e+00) (-1.456e+01 -4.191e+01 1.328e+00) (0.000e+00 0.000e+00 0.000e+00))
210        	((-3.606e+01 1.548e+01 3.855e+01) (-1.138e+00 -5.425e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.072e+01 2.948e+01 -2.351e+00) (-1.457e+01 -4.192e+01 1.318e+00) (0.000e+00 0.000e+00 0.000e+00))
211        	((-3.618e+01 1.575e+01 3.844e+01) (-1.136e+00 -5.359e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.065e+01 2.934e+01 -2.645e+00) (-1.457e+01 -4.192e+01 1.306e+00) (0.000e+00 0.000e+00 0.000e+00))
212        	((-3.632e+01 1.601e+01 3.833e+01) (-1.133e+00 -5.286e-01 -2.582e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.059e+01 2.921e+01 -2.929e+00) (-1.457e+01 -4.193e+01 1.293e+00) (0.000e+00 0.000e+00 0.000e+00))
213        	((-3.647e+01 1.626e+01 3.825e+01) (-1.130e+00 -5.207e-01 -2.582e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.052e+01 2.908e+01 -3.196e+00) (-1.457e+01 -4.194e+01 1.279e+00) (0.000e+00 0.000e+00 0.000e+00))
214        	((-3.663e+01 1.650e+01 3.818e+01) (-1.127e+00 -5.126e-01 -2.582e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.046e+01 2.896e+01 -3.439e+00) (-1.457e+01 -4.194e+01 1.264e+00) (0.000e+00 0.000e+00 0.000e+00))
215        	((-3.681e+01 1.672e+01 3.812e+01) (-1.123e+00 -5.044e-01 -2.582e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.041e+01 2.884e+01 -3.663e+00) (-1.457e+01 -4.194e+01 1.250e+00) (0.000e+00 0.000e+00 0.000e+00))
216        	((-3.698e+01 1.692e+01 3.807e+01) (-1.119e+00 -4.963e-01 -2.582e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.036e+01 2.873e+01 -3.876e+00) (-1.457e+01 -4.194e+01 1.235e+00) (0.000e+00 0.000e+00 0.000e+00))
217        	((-3.712e+01 1.710e+01 3.804e+01) (-1.115e+00 -4.885e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.031e+01 2.861e+01 -4.090e+00) (-1.457e+01 -4.193e+01 1.222e+00) (0.000e+00 0.000e+00 0.000e+00))
218        	((-3.724e+01 1.728e+01 3.801e+01) (-1.112e+00 -4.812e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.028e+01 2.851e+01 -4.316e+00) (-1.457e+01 -4.192e+01 1.209e+00) (0.000e+00 0.000e+00 0.000e+00))
219        	((-3.732e+01 1.746e+01 3.799e+01) (-1.109e+00 -4.745e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.025e+01 2.841e+01 -4.563e+00) (-1.456e+01 -4.192e+01 1.198e+00) (0.000e+00 0.000e+00 0.000e+00))
220        	((-3.737e+01 1.765e+01 3.797e+01) (-1.106e+00 -4.684e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.022e+01 2.832e+01 -4.835e+00) (-1.456e+01 -4.191e+01 1.188e+00) (0.000e+00 0.000e+00 0.000e+00))
221        	((-3.738e+01 1.785e+01 3.792e+01) (-1.105e+00 -4.629e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.019e+01 2.821e+01 -5.131e+00) (-1.455e+01 -4.189e+01 1.179e+00) (0.000e+00 0.000e+00 0.000e+00))
222        	((-3.736e+01 1.805e+01 3.783e+01) (-1.104e+00 -4.581e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.016e+01 2.809e+01 -5.443e+00) (-1.455e+01 -4.188e+01 1.171e+00) (0.000e+00 0.000e+00 0.000e+00))
223        	((-3.731e+01 1.826e+01 3.772e+01) (-1.103e+00 -4.538e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.012e+01 2.796e+01 -5.759e+00) (-1.454e+01 -4.186e+01 1.165e+00) (0.000e+00 0.000e+00 0.000e+00))
224        	((-3.724e+01 1.847e+01 3.758e+01) (-1.104e+00 -4.499e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.009e+01 2.783e+01 -6.074e+00) (-1.454e+01 -4.185e+01 1.159e+00) (0.000e+00 0.000e+00 0.000e+00))
225        	((-3.716e+01 1.867e+01 3.744e+01) (-1.104e+00 -4.464e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.007e+01 2.772e+01 -6.380e+00) (-1.453e+01 -4.183e+01 1.155e+00) (0.000e+00 0.000e+00 0.000e+00))
226        	((-3.706e+01 1.886e+01 3.731e+01) (-1.105e+00 -4.432e-01 -2.573e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.005e+01 2.764e+01 -6.672e+00) (-1.452e+01 -4.182e+01 1.151e+00) (0.000e+00 0.000e+00 0.000e+00))
227        	((-3.695e+01 1.904e+01 3.721e+01) (-1.106e+00 -4.402e-01 -2.572e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.006e+01 2.760e+01 -6.945e+00) (-1.452e+01 -4.180e+01 1.147e+00) (0.000e+00 0.000e+00 0.000e+00))
228        	((-3.683e+01 1.920e+01 3.714e+01) (-1.107e+00 -4.374e-01 -2.571e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.008e+01 2.761e+01 -7.202e+00) (-1.451e+01 -4.178e+01 1.144e+00) (0.000e+00 0.000e+00 0.000e+00))
229        	((-3.672e+01 1.935e+01 3.712e+01) (-1.109e+00 -4.346e-01 -2.570e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.012e+01 2.768e+01 -7.438e+00) (-1.450e+01 -4.177e+01 1.141e+00) (0.000e+00 0.000e+00 0.000e+00))
230        	((-3.661e+01 1.949e+01 3.715e+01) (-1.110e+00 -4.319e-01 -2.569e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.018e+01 2.780e+01 -7.654e+00) (-1.450e+01 -4.175e+01 1.138e+00) (0.000e+00 0.000e+00 0.000e+00))
231        	((-3.652e+01 1.960e+01 3.722e+01) (-1.112e+00 -4.289e-01 -2.568e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.025e+01 2.797e+01 -7.844e+00) (-1.449e+01 -4.174e+01 1.135e+00) (0.000e+00 0.000e+00 0.000e+00))
232        	((-3.646e+01 1.971e+01 3.733e+01) (-1.112e+00 -4.258e-01 -2.567e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.033e+01 2.817e+01 -8.013e+00) (-1.449e+01 -4.173e+01 1.131e+00) (0.000e+00 0.000e+00 0.000e+00))
233        	((-3.643e+01 1.980e+01 3.746e+01) (-1.113e+00 -4.224e-01 -2.566e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.042e+01 2.838e+01 -8.159e+00) (-1.448e+01 -4.172e+01 1.127e+00) (0.000e+00 0.000e+00 0.000e+00))
234        	((-3.642e+01 1.987e+01 3.761e+01) (-1.113e+00 -4.188e-01 -2.566e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.050e+01 2.858e+01 -8.283e+00) (-1.448e+01 -4.171e+01 1.122e+00) (0.000e+00 0.000e+00 0.000e+00))
235        	((-3.645e+01 1.993e+01 3.776e+01) (-1.113e+00 -4.148e-01 -2.566e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.058e+01 2.877e+01 -8.393e+00) (-1.448e+01 -4.171e+01 1.117e+00) (0.000e+00 0.000e+00 0.000e+00))
236        	((-3.649e+01 1.998e+01 3.790e+01) (-1.112e+00 -4.105e-01 -2.565e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.064e+01 2.892e+01 -8.500e+00) (-1.448e+01 -4.170e+01 1.111e+00) (0.000e+00 0.000e+00 0.000e+00))
237        	((-3.655e+01 2.003e+01 3.803e+01) (-1.111e+00 -4.060e-01 -2.565e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.070e+01 2.904e+01 -8.613e+00) (-1.448e+01 -4.170e+01 1.104e+00) (0.000e+00 0.000e+00 0.000e+00))
238        	((-3.661e+01 2.009e+01 3.813e+01) (-1.110e+00 -4.015e-01 -2.566e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.073e+01 2.911e+01 -8.744e+00) (-1.448e+01 -4.171e+01 1.098e+00) (0.000e+00 0.000e+00 0.000e+00))
239        	((-3.667e+01 2.018e+01 3.821e+01) (-1.109e+00 -3.970e-01 -2.566e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.075e+01 2.913e+01 -8.895e+00) (-1.448e+01 -4.171e+01 1.091e+00) (0.000e+00 0.000e+00 0.000e+00))
240        	((-3.673e+01 2.029e+01 3.824e+01) (-1.107e+00 -3.926e-01 -2.566e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.075e+01 2.910e+01 -9.068e+00) (-1.448e+01 -4.172e+01 1.084e+00) (0.000e+00 0.000e+00 0.000e+00))
241        	((-3.680e+01 2.042e+01 3.824e+01) (-1.106e+00 -3.885e-01 -2.567e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.073e+01 2.902e+01 -9.260e+00) (-1.448e+01 -4.172e+01 1.077e+00) (0.000e+00 0.000e+00 0.000e+00))
242        	((-3.687e+01 2.056e+01 3.821e+01) (-1.105e+00 -3.849e-01 -2.568e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.070e+01 2.890e+01 -9.460e+00) (-1.449e+01 -4.173e+01 1.071e+00) (0.000e+00 0.000e+00 0.000e+00))
243        	((-3.696e+01 2.073e+01 3.816e+01) (-1.104e+00 -3.818e-01 -2.568e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.065e+01 2.875e+01 -9.666e+00) (-1.449e+01 -4.174e+01 1.066e+00) (0.000e+00 0.000e+00 0.000e+00))
244        	((-3.705e+01 2.090e+01 3.807e+01) (-1.104e+00 -3.794e-01 -2.569e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.058e+01 2.858e+01 -9.867e+00) (-1.449e+01 -4.175e+01 1.062e+00) (0.000e+00 0.000e+00 0.000e+00))
245        	((-3.715e+01 2.108e+01 3.799e+01) (-1.104e+00 -3.776e-01 -2.569e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.051e+01 2.841e+01 -1.005e+01) (-1.449e+01 -4.176e+01 1.059e+00) (0.000e+00 0.000e+00 0.000e+00))
246        	((-3.725e+01 2.123e+01 3.790e+01) (-1.105e+00 -3.765e-01 -2.570e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.044e+01 2.825e+01 -1.021e+01) (-1.450e+01 -4.177e+01 1.057e+00) (0.000e+00 0.000e+00 0.000e+00))
247        	((-3.734e+01 2.138e+01 3.783e+01) (-1.106e+00 -3.760e-01 -2.570e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.037e+01 2.812e+01 -1.035e+01) (-1.450e+01 -4.177e+01 1.056e+00) (0.000e+00 0.000e+00 0.000e+00))
248        	((-3.742e+01 2.151e+01 3.779e+01) (-1.108e+00 -3.760e-01 -2.571e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.032e+01 2.802e+01 -1.047e+01) (-1.450e+01 -4.178e+01 1.057e+00) (0.000e+00 0.000e+00 0.000e+00))
249        	((-3.749e+01 2.161e+01 3.775e+01) (-1.110e+00 -3.765e-01 -2.571e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.028e+01 2.795e+01 -1.055e+01) (-1.450e+01 -4.179e+01 1.057e+00) (0.000e+00 0.000e+00 0.000e+00))
250        	((-3.756e+01 2.170e+01 3.773e+01) (-1.113e+00 -3.775e-01 -2.571e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.025e+01 2.791e+01 -1.062e+01) (-1.450e+01 -4.179e+01 1.059e+00) (0.000e+00 0.000e+00 0.000e+00))
251        	((-3.761e+01 2.175e+01 3.773e+01) (-1.116e+00 -3.789e-01 -2.571e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.023e+01 2.791e+01 -1.065e+01) (-1.450e+01 -4.179e+01 1.062e+00) (0.000e+00 0.000e+00 0.000e+00))
252        	((-3.766e+01 2.180e+01 3.775e+01) (-1.120e+00 -3.804e-01 -2.572e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.023e+01 2.795e+01 -1.067e+01) (-1.450e+01 -4.180e+01 1.065e+00) (0.000e+00 0.000e+00 0.000e+00))
253        	((-3.770e+01 2.182e+01 3.777e+01) (-1.123e+00 -3.821e-01 -2.572e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.025e+01 2.802e+01 -1.067e+01) (-1.451e+01 -4.180e+01 1.068e+00) (0.000e+00 0.000e+00 0.000e+00))
254        	((-3.775e+01 2.184e+01 3.780e+01) (-1.127e+00 -3.837e-01 -2.572e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.027e+01 2.811e+01 -1.066e+01) (-1.451e+01 -4.181e+01 1.071e+00) (0.000e+00 0.000e+00 0.000e+00))
255        	((-3.778e+01 2.186e+01 3.782e+01) (-1.130e+00 -3.850e-01 -2.573e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.030e+01 2.821e+01 -1.066e+01) (-1.451e+01 -4.181e+01 1.074e+00) (0.000e+00 0.000e+00 0.000e+00))
256        	((-3.782e+01 2.187e+01 3.784e+01) (-1.133e+00 -3.860e-01 -2.573e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.033e+01 2.832e+01 -1.065e+01) (-1.451e+01 -4.182e+01 1.075e+00) (0.000e+00 0.000e+00 0.000e+00))
257        	((-3.785e+01 2.189e+01 3.784e+01) (-1.136e+00 -3.865e-01 -2.573e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.036e+01 2.843e+01 -1.067e+01) (-1.451e+01 -4.182e+01 1.076e+00) (0.000e+00 0.000e+00 0.000e+00))
258        	((-3.789e+01 2.190e+01 3.782e+01) (-1.138e+00 -3.866e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.038e+01 2.852e+01 -1.068e+01) (-1.451e+01 -4.183e+01 1.076e+00) (0.000e+00 0.000e+00 0.000e+00))
259        	((-3.791e+01 2.192e+01 3.779e+01) (-1.140e+00 -3.862e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.040e+01 2.859e+01 -1.070e+01) (-1.451e+01 -4.184e+01 1.076e+00) (0.000e+00 0.000e+00 0.000e+00))
260        	((-3.793e+01 2.194e+01 3.774e+01) (-1.141e+00 -3.853e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.042e+01 2.864e+01 -1.074e+01) (-1.452e+01 -4.184e+01 1.074e+00) (0.000e+00 0.000e+00 0.000e+00))
261        	((-3.794e+01 2.197e+01 3.769e+01) (-1.142e+00 -3.842e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.043e+01 2.867e+01 -1.078e+01) (-1.452e+01 -4.185e+01 1.072e+00) (0.000e+00 0.000e+00 0.000e+00))
262        	((-3.795e+01 2.201e+01 3.762e+01) (-1.142e+00 -3.828e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.043e+01 2.869e+01 -1.084e+01) (-1.452e+01 -4.186e+01 1.069e+00) (0.000e+00 0.000e+00 0.000e+00))
263        	((-3.796e+01 2.205e+01 3.754e+01) (-1.141e+00 -3.813e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.043e+01 2.868e+01 -1.090e+01) (-1.452e+01 -4.186e+01 1.066e+00) (0.000e+00 0.000e+00 0.000e+00))
264        	((-3.797e+01 2.209e+01 3.745e+01) (-1.140e+00 -3.797e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.041e+01 2.866e+01 -1.097e+01) (-1.452e+01 -4.187e+01 1.062e+00) (0.000e+00 0.000e+00 0.000e+00))
265        	((-3.799e+01 2.214e+01 3.734e+01) (-1.138e+00 -3.783e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.038e+01 2.862e+01 -1.103e+01) (-1.452e+01 -4.187e+01 1.059e+00) (0.000e+00 0.000e+00 0.000e+00))
266        	((-3.802e+01 2.219e+01 3.723e+01) (-1.136e+00 -3.770e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.035e+01 2.857e+01 -1.110e+01) (-1.452e+01 -4.188e+01 1.055e+00) (0.000e+00 0.000e+00 0.000e+00))
267        	((-3.806e+01 2.224e+01 3.712e+01) (-1.133e+00 -3.758e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.031e+01 2.852e+01 -1.117e+01) (-1.452e+01 -4.188e+01 1.051e+00) (0.000e+00 0.000e+00 0.000e+00))
268        	((-3.812e+01 2.231e+01 3.702e+01) (-1.130e+00 -3.747e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.028e+01 2.847e+01 -1.124e+01) (-1.452e+01 -4.189e+01 1.048e+00) (0.000e+00 0.000e+00 0.000e+00))
269        	((-3.818e+01 2.237e+01 3.693e+01) (-1.127e+00 -3.738e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.024e+01 2.843e+01 -1.132e+01) (-1.453e+01 -4.189e+01 1.044e+00) (0.000e+00 0.000e+00 0.000e+00))
270        	((-3.824e+01 2.244e+01 3.687e+01) (-1.124e+00 -3.729e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.021e+01 2.839e+01 -1.139e+01) (-1.453e+01 -4.189e+01 1.041e+00) (0.000e+00 0.000e+00 0.000e+00))
271        	((-3.830e+01 2.251e+01 3.684e+01) (-1.120e+00 -3.722e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.019e+01 2.837e+01 -1.146e+01) (-1.452e+01 -4.189e+01 1.037e+00) (0.000e+00 0.000e+00 0.000e+00))
272        	((-3.837e+01 2.258e+01 3.684e+01) (-1.116e+00 -3.717e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.018e+01 2.837e+01 -1.153e+01) (-1.452e+01 -4.189e+01 1.034e+00) (0.000e+00 0.000e+00 0.000e+00))
273        	((-3.843e+01 2.263e+01 3.686e+01) (-1.112e+00 -3.713e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.018e+01 2.838e+01 -1.157e+01) (-1.452e+01 -4.188e+01 1.030e+00) (0.000e+00 0.000e+00 0.000e+00))
274        	((-3.851e+01 2.266e+01 3.690e+01) (-1.108e+00 -3.711e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.018e+01 2.840e+01 -1.159e+01) (-1.452e+01 -4.188e+01 1.027e+00) (0.000e+00 0.000e+00 0.000e+00))
275        	((-3.859e+01 2.267e+01 3.698e+01) (-1.104e+00 -3.710e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.019e+01 2.844e+01 -1.159e+01) (-1.452e+01 -4.187e+01 1.024e+00) (0.000e+00 0.000e+00 0.000e+00))
276        	((-3.868e+01 2.266e+01 3.709e+01) (-1.099e+00 -3.710e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.021e+01 2.850e+01 -1.155e+01) (-1.451e+01 -4.186e+01 1.021e+00) (0.000e+00 0.000e+00 0.000e+00))
277        	((-3.878e+01 2.262e+01 3.722e+01) (-1.095e+00 -3.711e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.025e+01 2.860e+01 -1.150e+01) (-1.451e+01 -4.185e+01 1.019e+00) (0.000e+00 0.000e+00 0.000e+00))
278        	((-3.888e+01 2.256e+01 3.738e+01) (-1.091e+00 -3.712e-01 -2.573e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.030e+01 2.872e+01 -1.142e+01) (-1.451e+01 -4.183e+01 1.017e+00) (0.000e+00 0.000e+00 0.000e+00))
279        	((-3.898e+01 2.248e+01 3.755e+01) (-1.087e+00 -3.714e-01 -2.572e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.036e+01 2.885e+01 -1.132e+01) (-1.450e+01 -4.182e+01 1.015e+00) (0.000e+00 0.000e+00 0.000e+00))
280        	((-3.908e+01 2.238e+01 3.773e+01) (-1.083e+00 -3.716e-01 -2.571e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.043e+01 2.901e+01 -1.121e+01) (-1.450e+01 -4.180e+01 1.013e+00) (0.000e+00 0.000e+00 0.000e+00))
281        	((-3.917e+01 2.227e+01 3.790e+01) (-1.080e+00 -3.718e-01 -2.571e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.052e+01 2.917e+01 -1.110e+01) (-1.449e+01 -4.179e+01 1.012e+00) (0.000e+00 0.000e+00 0.000e+00))
282        	((-3.925e+01 2.217e+01 3.807e+01) (-1.078e+00 -3.720e-01 -2.570e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.061e+01 2.934e+01 -1.099e+01) (-1.449e+01 -4.177e+01 1.012e+00) (0.000e+00 0.000e+00 0.000e+00))
283        	((-3.932e+01 2.209e+01 3.823e+01) (-1.076e+00 -3.721e-01 -2.569e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.071e+01 2.952e+01 -1.089e+01) (-1.448e+01 -4.176e+01 1.012e+00) (0.000e+00 0.000e+00 0.000e+00))
284        	((-3.939e+01 2.201e+01 3.838e+01) (-1.076e+00 -3.723e-01 -2.568e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.081e+01 2.971e+01 -1.081e+01) (-1.448e+01 -4.174e+01 1.013e+00) (0.000e+00 0.000e+00 0.000e+00))
285        	((-3.945e+01 2.196e+01 3.852e+01) (-1.077e+00 -3.724e-01 -2.567e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.091e+01 2.991e+01 -1.075e+01) (-1.447e+01 -4.173e+01 1.014e+00) (0.000e+00 0.000e+00 0.000e+00))
