# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
191        	((-4.170e+01 -7.658e+00 -9.737e+01) (-7.350e-01 5.469e-03 2.594e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.421e+01 -1.883e+02 2.127e+01) (6.832e-02 4.745e-02 2.265e-01) (0.000e+00 0.000e+00 0.000e+00))
192        	((-4.168e+01 -7.409e+00 -9.718e+01) (-7.353e-01 6.472e-03 2.581e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.422e+01 -1.880e+02 2.085e+01) (6.683e-02 4.538e-02 2.243e-01) (0.000e+00 0.000e+00 0.000e+00))
193        	((-4.166e+01 -7.195e+00 -9.700e+01) (-7.359e-01 7.584e-03 2.565e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.421e+01 -1.876e+02 2.049e+01) (6.513e-02 4.264e-02 2.221e-01) (0.000e+00 0.000e+00 0.000e+00))
194        	((-4.162e+01 -6.999e+00 -9.684e+01) (-7.368e-01 8.818e-03 2.546e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.422e+01 -1.873e+02 2.015e+01) (6.323e-02 3.925e-02 2.198e-01) (0.000e+00 0.000e+00 0.000e+00))
195        	((-4.158e+01 -6.848e+00 -9.669e+01) (-7.380e-01 1.005e-02 2.525e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.422e+01 -1.870e+02 1.988e+01) (6.129e-02 3.552e-02 2.176e-01) (0.000e+00 0.000e+00 0.000e+00))
196        	((-4.154e+01 -6.738e+00 -9.658e+01) (-7.397e-01 1.137e-02 2.504e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.422e+01 -1.868e+02 1.967e+01) (5.932e-02 3.153e-02 2.155e-01) (0.000e+00 0.000e+00 0.000e+00))
197        	((-4.149e+01 -6.679e+00 -9.648e+01) (-7.421e-01 1.268e-02 2.487e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.420e+01 -1.866e+02 1.955e+01) (5.752e-02 2.776e-02 2.138e-01) (0.000e+00 0.000e+00 0.000e+00))
198        	((-4.145e+01 -6.665e+00 -9.642e+01) (-7.450e-01 1.394e-02 2.476e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.418e+01 -1.864e+02 1.949e+01) (5.603e-02 2.474e-02 2.124e-01) (0.000e+00 0.000e+00 0.000e+00))
199        	((-4.143e+01 -6.684e+00 -9.636e+01) (-7.484e-01 1.496e-02 2.470e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.416e+01 -1.863e+02 1.949e+01) (5.485e-02 2.217e-02 2.115e-01) (0.000e+00 0.000e+00 0.000e+00))
200        	((-4.143e+01 -6.723e+00 -9.633e+01) (-7.518e-01 1.567e-02 2.469e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.413e+01 -1.863e+02 1.952e+01) (5.405e-02 2.035e-02 2.113e-01) (0.000e+00 0.000e+00 0.000e+00))
201        	((-4.145e+01 -6.765e+00 -9.631e+01) (-7.553e-01 1.607e-02 2.471e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.412e+01 -1.862e+02 1.956e+01) (5.357e-02 1.902e-02 2.116e-01) (0.000e+00 0.000e+00 0.000e+00))
202        	((-4.148e+01 -6.797e+00 -9.630e+01) (-7.586e-01 1.620e-02 2.477e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.411e+01 -1.863e+02 1.958e+01) (5.338e-02 1.819e-02 2.122e-01) (0.000e+00 0.000e+00 0.000e+00))
203        	((-4.154e+01 -6.809e+00 -9.630e+01) (-7.620e-01 1.613e-02 2.485e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.412e+01 -1.863e+02 1.957e+01) (5.340e-02 1.759e-02 2.133e-01) (0.000e+00 0.000e+00 0.000e+00))
204        	((-4.160e+01 -6.797e+00 -9.631e+01) (-7.654e-01 1.590e-02 2.494e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.414e+01 -1.864e+02 1.952e+01) (5.358e-02 1.710e-02 2.147e-01) (0.000e+00 0.000e+00 0.000e+00))
205        	((-4.168e+01 -6.758e+00 -9.631e+01) (-7.689e-01 1.564e-02 2.505e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.415e+01 -1.864e+02 1.943e+01) (5.388e-02 1.675e-02 2.163e-01) (0.000e+00 0.000e+00 0.000e+00))
206        	((-4.176e+01 -6.693e+00 -9.631e+01) (-7.725e-01 1.536e-02 2.516e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.418e+01 -1.865e+02 1.931e+01) (5.425e-02 1.649e-02 2.179e-01) (0.000e+00 0.000e+00 0.000e+00))
207        	((-4.185e+01 -6.598e+00 -9.630e+01) (-7.761e-01 1.505e-02 2.529e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.420e+01 -1.866e+02 1.914e+01) (5.471e-02 1.633e-02 2.196e-01) (0.000e+00 0.000e+00 0.000e+00))
208        	((-4.194e+01 -6.475e+00 -9.629e+01) (-7.798e-01 1.473e-02 2.543e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.423e+01 -1.867e+02 1.892e+01) (5.523e-02 1.631e-02 2.214e-01) (0.000e+00 0.000e+00 0.000e+00))
209        	((-4.203e+01 -6.327e+00 -9.626e+01) (-7.834e-01 1.440e-02 2.556e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.425e+01 -1.868e+02 1.868e+01) (5.577e-02 1.630e-02 2.232e-01) (0.000e+00 0.000e+00 0.000e+00))
210        	((-4.212e+01 -6.150e+00 -9.621e+01) (-7.869e-01 1.407e-02 2.569e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.428e+01 -1.868e+02 1.838e+01) (5.628e-02 1.627e-02 2.250e-01) (0.000e+00 0.000e+00 0.000e+00))
211        	((-4.220e+01 -5.951e+00 -9.614e+01) (-7.902e-01 1.378e-02 2.581e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.430e+01 -1.868e+02 1.805e+01) (5.677e-02 1.629e-02 2.267e-01) (0.000e+00 0.000e+00 0.000e+00))
212        	((-4.227e+01 -5.733e+00 -9.603e+01) (-7.934e-01 1.347e-02 2.593e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.434e+01 -1.867e+02 1.769e+01) (5.724e-02 1.633e-02 2.284e-01) (0.000e+00 0.000e+00 0.000e+00))
213        	((-4.232e+01 -5.501e+00 -9.590e+01) (-7.967e-01 1.317e-02 2.604e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.437e+01 -1.865e+02 1.732e+01) (5.770e-02 1.635e-02 2.301e-01) (0.000e+00 0.000e+00 0.000e+00))
214        	((-4.236e+01 -5.263e+00 -9.573e+01) (-8.001e-01 1.281e-02 2.615e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.442e+01 -1.863e+02 1.694e+01) (5.817e-02 1.641e-02 2.319e-01) (0.000e+00 0.000e+00 0.000e+00))
215        	((-4.239e+01 -5.029e+00 -9.553e+01) (-8.034e-01 1.239e-02 2.625e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.446e+01 -1.860e+02 1.657e+01) (5.866e-02 1.653e-02 2.339e-01) (0.000e+00 0.000e+00 0.000e+00))
216        	((-4.241e+01 -4.811e+00 -9.529e+01) (-8.067e-01 1.197e-02 2.637e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.451e+01 -1.857e+02 1.622e+01) (5.919e-02 1.695e-02 2.359e-01) (0.000e+00 0.000e+00 0.000e+00))
217        	((-4.241e+01 -4.613e+00 -9.502e+01) (-8.102e-01 1.154e-02 2.653e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.455e+01 -1.852e+02 1.591e+01) (5.991e-02 1.810e-02 2.379e-01) (0.000e+00 0.000e+00 0.000e+00))
218        	((-4.241e+01 -4.446e+00 -9.473e+01) (-8.137e-01 1.129e-02 2.675e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.457e+01 -1.848e+02 1.566e+01) (6.078e-02 2.016e-02 2.398e-01) (0.000e+00 0.000e+00 0.000e+00))
219        	((-4.240e+01 -4.307e+00 -9.443e+01) (-8.171e-01 1.121e-02 2.700e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.459e+01 -1.843e+02 1.546e+01) (6.174e-02 2.293e-02 2.413e-01) (0.000e+00 0.000e+00 0.000e+00))
220        	((-4.238e+01 -4.180e+00 -9.412e+01) (-8.204e-01 1.115e-02 2.730e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.461e+01 -1.838e+02 1.528e+01) (6.288e-02 2.647e-02 2.428e-01) (0.000e+00 0.000e+00 0.000e+00))
221        	((-4.236e+01 -4.048e+00 -9.381e+01) (-8.237e-01 1.111e-02 2.763e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.463e+01 -1.833e+02 1.509e+01) (6.417e-02 3.057e-02 2.443e-01) (0.000e+00 0.000e+00 0.000e+00))
222        	((-4.234e+01 -3.894e+00 -9.350e+01) (-8.267e-01 1.109e-02 2.800e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.467e+01 -1.827e+02 1.486e+01) (6.562e-02 3.532e-02 2.456e-01) (0.000e+00 0.000e+00 0.000e+00))
223        	((-4.231e+01 -3.717e+00 -9.320e+01) (-8.294e-01 1.099e-02 2.840e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.472e+01 -1.822e+02 1.459e+01) (6.722e-02 4.046e-02 2.470e-01) (0.000e+00 0.000e+00 0.000e+00))
224        	((-4.228e+01 -3.523e+00 -9.292e+01) (-8.318e-01 1.073e-02 2.877e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.478e+01 -1.818e+02 1.430e+01) (6.883e-02 4.536e-02 2.484e-01) (0.000e+00 0.000e+00 0.000e+00))
225        	((-4.224e+01 -3.317e+00 -9.265e+01) (-8.339e-01 1.040e-02 2.912e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.485e+01 -1.813e+02 1.399e+01) (7.039e-02 4.991e-02 2.499e-01) (0.000e+00 0.000e+00 0.000e+00))
226        	((-4.220e+01 -3.097e+00 -9.240e+01) (-8.353e-01 9.922e-03 2.944e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.492e+01 -1.809e+02 1.366e+01) (7.194e-02 5.426e-02 2.513e-01) (0.000e+00 0.000e+00 0.000e+00))
227        	((-4.216e+01 -2.867e+00 -9.216e+01) (-8.363e-01 9.368e-03 2.973e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.499e+01 -1.805e+02 1.332e+01) (7.340e-02 5.819e-02 2.527e-01) (0.000e+00 0.000e+00 0.000e+00))
228        	((-4.210e+01 -2.631e+00 -9.193e+01) (-8.371e-01 8.791e-03 2.997e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.507e+01 -1.800e+02 1.299e+01) (7.468e-02 6.143e-02 2.541e-01) (0.000e+00 0.000e+00 0.000e+00))
229        	((-4.204e+01 -2.397e+00 -9.171e+01) (-8.374e-01 8.220e-03 3.016e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.515e+01 -1.796e+02 1.266e+01) (7.574e-02 6.383e-02 2.553e-01) (0.000e+00 0.000e+00 0.000e+00))
230        	((-4.197e+01 -2.174e+00 -9.149e+01) (-8.373e-01 7.718e-03 3.029e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.523e+01 -1.792e+02 1.234e+01) (7.654e-02 6.553e-02 2.561e-01) (0.000e+00 0.000e+00 0.000e+00))
231        	((-4.189e+01 -1.971e+00 -9.129e+01) (-8.366e-01 7.244e-03 3.036e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.529e+01 -1.789e+02 1.207e+01) (7.711e-02 6.652e-02 2.567e-01) (0.000e+00 0.000e+00 0.000e+00))
232        	((-4.180e+01 -1.792e+00 -9.109e+01) (-8.353e-01 6.873e-03 3.039e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.534e+01 -1.785e+02 1.182e+01) (7.743e-02 6.691e-02 2.570e-01) (0.000e+00 0.000e+00 0.000e+00))
233        	((-4.170e+01 -1.634e+00 -9.089e+01) (-8.336e-01 6.563e-03 3.037e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.538e+01 -1.781e+02 1.161e+01) (7.754e-02 6.671e-02 2.569e-01) (0.000e+00 0.000e+00 0.000e+00))
234        	((-4.159e+01 -1.481e+00 -9.071e+01) (-8.317e-01 6.394e-03 3.032e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.541e+01 -1.777e+02 1.140e+01) (7.748e-02 6.608e-02 2.565e-01) (0.000e+00 0.000e+00 0.000e+00))
235        	((-4.146e+01 -1.316e+00 -9.052e+01) (-8.296e-01 6.241e-03 3.025e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.545e+01 -1.773e+02 1.116e+01) (7.733e-02 6.513e-02 2.560e-01) (0.000e+00 0.000e+00 0.000e+00))
236        	((-4.133e+01 -1.119e+00 -9.035e+01) (-8.275e-01 6.195e-03 3.017e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.550e+01 -1.769e+02 1.085e+01) (7.709e-02 6.401e-02 2.553e-01) (0.000e+00 0.000e+00 0.000e+00))
237        	((-4.120e+01 -8.785e-01 -9.019e+01) (-8.253e-01 6.239e-03 3.008e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.558e+01 -1.765e+02 1.046e+01) (7.677e-02 6.272e-02 2.544e-01) (0.000e+00 0.000e+00 0.000e+00))
238        	((-4.105e+01 -5.871e-01 -9.003e+01) (-8.232e-01 6.390e-03 2.997e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.568e+01 -1.761e+02 9.959e+00) (7.638e-02 6.134e-02 2.533e-01) (0.000e+00 0.000e+00 0.000e+00))
239        	((-4.091e+01 -2.465e-01 -8.990e+01) (-8.212e-01 6.609e-03 2.986e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.580e+01 -1.758e+02 9.365e+00) (7.592e-02 5.979e-02 2.521e-01) (0.000e+00 0.000e+00 0.000e+00))
240        	((-4.077e+01 1.329e-01 -8.978e+01) (-8.192e-01 6.916e-03 2.973e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.595e+01 -1.755e+02 8.693e+00) (7.536e-02 5.809e-02 2.508e-01) (0.000e+00 0.000e+00 0.000e+00))
241        	((-4.065e+01 5.382e-01 -8.969e+01) (-8.175e-01 7.282e-03 2.958e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.612e+01 -1.752e+02 7.967e+00) (7.472e-02 5.614e-02 2.494e-01) (0.000e+00 0.000e+00 0.000e+00))
242        	((-4.053e+01 9.674e-01 -8.962e+01) (-8.158e-01 7.677e-03 2.943e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.631e+01 -1.750e+02 7.194e+00) (7.399e-02 5.400e-02 2.480e-01) (0.000e+00 0.000e+00 0.000e+00))
243        	((-4.043e+01 1.411e+00 -8.958e+01) (-8.143e-01 8.066e-03 2.925e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.651e+01 -1.748e+02 6.393e+00) (7.317e-02 5.149e-02 2.466e-01) (0.000e+00 0.000e+00 0.000e+00))
244        	((-4.034e+01 1.855e+00 -8.956e+01) (-8.130e-01 8.381e-03 2.905e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.673e+01 -1.747e+02 5.589e+00) (7.229e-02 4.864e-02 2.453e-01) (0.000e+00 0.000e+00 0.000e+00))
245        	((-4.027e+01 2.286e+00 -8.956e+01) (-8.119e-01 8.592e-03 2.884e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.695e+01 -1.747e+02 4.812e+00) (7.140e-02 4.552e-02 2.443e-01) (0.000e+00 0.000e+00 0.000e+00))
246        	((-4.022e+01 2.684e+00 -8.958e+01) (-8.112e-01 8.816e-03 2.863e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.716e+01 -1.747e+02 4.096e+00) (7.045e-02 4.212e-02 2.434e-01) (0.000e+00 0.000e+00 0.000e+00))
247        	((-4.019e+01 3.031e+00 -8.962e+01) (-8.107e-01 9.084e-03 2.838e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.735e+01 -1.747e+02 3.473e+00) (6.936e-02 3.815e-02 2.425e-01) (0.000e+00 0.000e+00 0.000e+00))
248        	((-4.017e+01 3.315e+00 -8.966e+01) (-8.104e-01 9.378e-03 2.811e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.752e+01 -1.748e+02 2.969e+00) (6.811e-02 3.355e-02 2.417e-01) (0.000e+00 0.000e+00 0.000e+00))
249        	((-4.018e+01 3.532e+00 -8.973e+01) (-8.104e-01 9.755e-03 2.780e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.765e+01 -1.749e+02 2.583e+00) (6.666e-02 2.822e-02 2.408e-01) (0.000e+00 0.000e+00 0.000e+00))
250        	((-4.019e+01 3.687e+00 -8.980e+01) (-8.105e-01 1.023e-02 2.746e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.777e+01 -1.750e+02 2.305e+00) (6.503e-02 2.233e-02 2.398e-01) (0.000e+00 0.000e+00 0.000e+00))
251        	((-4.022e+01 3.780e+00 -8.989e+01) (-8.106e-01 1.071e-02 2.709e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.785e+01 -1.752e+02 2.131e+00) (6.321e-02 1.573e-02 2.388e-01) (0.000e+00 0.000e+00 0.000e+00))
252        	((-4.025e+01 3.830e+00 -8.997e+01) (-8.107e-01 1.105e-02 2.669e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.791e+01 -1.754e+02 2.032e+00) (6.132e-02 8.628e-03 2.380e-01) (0.000e+00 0.000e+00 0.000e+00))
253        	((-4.030e+01 3.833e+00 -9.006e+01) (-8.108e-01 1.114e-02 2.628e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.795e+01 -1.756e+02 2.007e+00) (5.952e-02 1.397e-03 2.376e-01) (0.000e+00 0.000e+00 0.000e+00))
254        	((-4.034e+01 3.809e+00 -9.014e+01) (-8.108e-01 1.101e-02 2.590e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.797e+01 -1.758e+02 2.026e+00) (5.789e-02 -5.427e-03 2.376e-01) (0.000e+00 0.000e+00 0.000e+00))
255        	((-4.037e+01 3.782e+00 -9.020e+01) (-8.106e-01 1.073e-02 2.556e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.798e+01 -1.759e+02 2.046e+00) (5.650e-02 -1.148e-02 2.377e-01) (0.000e+00 0.000e+00 0.000e+00))
256        	((-4.040e+01 3.744e+00 -9.025e+01) (-8.103e-01 1.037e-02 2.528e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.797e+01 -1.760e+02 2.083e+00) (5.538e-02 -1.646e-02 2.379e-01) (0.000e+00 0.000e+00 0.000e+00))
257        	((-4.042e+01 3.710e+00 -9.026e+01) (-8.100e-01 9.967e-03 2.507e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.796e+01 -1.761e+02 2.113e+00) (5.456e-02 -2.037e-02 2.382e-01) (0.000e+00 0.000e+00 0.000e+00))
258        	((-4.044e+01 3.675e+00 -9.026e+01) (-8.098e-01 9.587e-03 2.493e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.794e+01 -1.761e+02 2.146e+00) (5.402e-02 -2.311e-02 2.385e-01) (0.000e+00 0.000e+00 0.000e+00))
259        	((-4.044e+01 3.641e+00 -9.023e+01) (-8.099e-01 9.291e-03 2.486e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.791e+01 -1.760e+02 2.179e+00) (5.372e-02 -2.490e-02 2.389e-01) (0.000e+00 0.000e+00 0.000e+00))
260        	((-4.043e+01 3.622e+00 -9.018e+01) (-8.102e-01 9.093e-03 2.484e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.788e+01 -1.760e+02 2.192e+00) (5.364e-02 -2.576e-02 2.392e-01) (0.000e+00 0.000e+00 0.000e+00))
261        	((-4.042e+01 3.626e+00 -9.012e+01) (-8.108e-01 8.875e-03 2.488e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.785e+01 -1.758e+02 2.169e+00) (5.378e-02 -2.586e-02 2.396e-01) (0.000e+00 0.000e+00 0.000e+00))
262        	((-4.040e+01 3.654e+00 -9.004e+01) (-8.118e-01 8.799e-03 2.497e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.782e+01 -1.757e+02 2.109e+00) (5.407e-02 -2.529e-02 2.400e-01) (0.000e+00 0.000e+00 0.000e+00))
263        	((-4.038e+01 3.704e+00 -8.995e+01) (-8.131e-01 8.752e-03 2.510e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.780e+01 -1.755e+02 2.015e+00) (5.450e-02 -2.421e-02 2.406e-01) (0.000e+00 0.000e+00 0.000e+00))
264        	((-4.035e+01 3.781e+00 -8.986e+01) (-8.146e-01 8.810e-03 2.527e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.780e+01 -1.754e+02 1.877e+00) (5.508e-02 -2.235e-02 2.410e-01) (0.000e+00 0.000e+00 0.000e+00))
265        	((-4.033e+01 3.875e+00 -8.977e+01) (-8.164e-01 8.908e-03 2.549e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.780e+01 -1.752e+02 1.710e+00) (5.585e-02 -1.985e-02 2.415e-01) (0.000e+00 0.000e+00 0.000e+00))
266        	((-4.031e+01 3.984e+00 -8.968e+01) (-8.186e-01 9.065e-03 2.574e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.781e+01 -1.750e+02 1.519e+00) (5.675e-02 -1.676e-02 2.421e-01) (0.000e+00 0.000e+00 0.000e+00))
267        	((-4.028e+01 4.102e+00 -8.960e+01) (-8.212e-01 9.229e-03 2.603e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.783e+01 -1.749e+02 1.314e+00) (5.780e-02 -1.330e-02 2.430e-01) (0.000e+00 0.000e+00 0.000e+00))
268        	((-4.026e+01 4.222e+00 -8.952e+01) (-8.244e-01 9.430e-03 2.634e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.786e+01 -1.747e+02 1.111e+00) (5.893e-02 -9.598e-03 2.440e-01) (0.000e+00 0.000e+00 0.000e+00))
269        	((-4.024e+01 4.334e+00 -8.945e+01) (-8.280e-01 9.632e-03 2.666e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.790e+01 -1.746e+02 9.243e-01) (6.012e-02 -5.837e-03 2.452e-01) (0.000e+00 0.000e+00 0.000e+00))
270        	((-4.022e+01 4.434e+00 -8.939e+01) (-8.320e-01 9.803e-03 2.697e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.794e+01 -1.744e+02 7.633e-01) (6.130e-02 -2.290e-03 2.466e-01) (0.000e+00 0.000e+00 0.000e+00))
271        	((-4.020e+01 4.516e+00 -8.932e+01) (-8.363e-01 9.974e-03 2.725e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.798e+01 -1.743e+02 6.398e-01) (6.236e-02 7.074e-04 2.481e-01) (0.000e+00 0.000e+00 0.000e+00))
272        	((-4.017e+01 4.577e+00 -8.926e+01) (-8.407e-01 1.014e-02 2.749e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.801e+01 -1.742e+02 5.555e-01) (6.325e-02 3.013e-03 2.498e-01) (0.000e+00 0.000e+00 0.000e+00))
273        	((-4.015e+01 4.614e+00 -8.920e+01) (-8.451e-01 1.031e-02 2.767e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.805e+01 -1.741e+02 5.109e-01) (6.392e-02 4.524e-03 2.513e-01) (0.000e+00 0.000e+00 0.000e+00))
274        	((-4.013e+01 4.628e+00 -8.915e+01) (-8.492e-01 1.045e-02 2.780e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.807e+01 -1.740e+02 5.069e-01) (6.435e-02 5.264e-03 2.529e-01) (0.000e+00 0.000e+00 0.000e+00))
275        	((-4.012e+01 4.616e+00 -8.911e+01) (-8.529e-01 1.052e-02 2.786e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.808e+01 -1.739e+02 5.437e-01) (6.455e-02 5.163e-03 2.544e-01) (0.000e+00 0.000e+00 0.000e+00))
276        	((-4.010e+01 4.580e+00 -8.907e+01) (-8.565e-01 1.049e-02 2.787e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.807e+01 -1.738e+02 6.223e-01) (6.459e-02 4.349e-03 2.559e-01) (0.000e+00 0.000e+00 0.000e+00))
277        	((-4.009e+01 4.526e+00 -8.904e+01) (-8.599e-01 1.042e-02 2.785e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.806e+01 -1.737e+02 7.292e-01) (6.449e-02 2.901e-03 2.575e-01) (0.000e+00 0.000e+00 0.000e+00))
278        	((-4.007e+01 4.459e+00 -8.901e+01) (-8.631e-01 1.034e-02 2.778e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.804e+01 -1.737e+02 8.540e-01) (6.420e-02 7.670e-04 2.590e-01) (0.000e+00 0.000e+00 0.000e+00))
279        	((-4.006e+01 4.378e+00 -8.898e+01) (-8.663e-01 1.028e-02 2.769e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.801e+01 -1.736e+02 9.975e-01) (6.380e-02 -1.952e-03 2.605e-01) (0.000e+00 0.000e+00 0.000e+00))
280        	((-4.004e+01 4.285e+00 -8.895e+01) (-8.694e-01 1.028e-02 2.756e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.797e+01 -1.736e+02 1.155e+00) (6.321e-02 -5.329e-03 2.618e-01) (0.000e+00 0.000e+00 0.000e+00))
281        	((-4.002e+01 4.183e+00 -8.892e+01) (-8.724e-01 1.034e-02 2.739e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.793e+01 -1.735e+02 1.323e+00) (6.240e-02 -9.515e-03 2.629e-01) (0.000e+00 0.000e+00 0.000e+00))
282        	((-4.000e+01 4.078e+00 -8.888e+01) (-8.752e-01 1.046e-02 2.718e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.788e+01 -1.734e+02 1.495e+00) (6.144e-02 -1.424e-02 2.639e-01) (0.000e+00 0.000e+00 0.000e+00))
283        	((-3.998e+01 3.972e+00 -8.883e+01) (-8.780e-01 1.053e-02 2.696e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.782e+01 -1.733e+02 1.665e+00) (6.044e-02 -1.940e-02 2.649e-01) (0.000e+00 0.000e+00 0.000e+00))
284        	((-3.996e+01 3.870e+00 -8.878e+01) (-8.805e-01 1.059e-02 2.673e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.775e+01 -1.732e+02 1.829e+00) (5.939e-02 -2.474e-02 2.658e-01) (0.000e+00 0.000e+00 0.000e+00))
285        	((-3.993e+01 3.777e+00 -8.872e+01) (-8.829e-01 1.063e-02 2.650e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.768e+01 -1.731e+02 1.975e+00) (5.836e-02 -3.010e-02 2.668e-01) (0.000e+00 0.000e+00 0.000e+00))
286        	((-3.990e+01 3.706e+00 -8.866e+01) (-8.850e-01 1.059e-02 2.629e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.761e+01 -1.730e+02 2.082e+00) (5.743e-02 -3.517e-02 2.677e-01) (0.000e+00 0.000e+00 0.000e+00))
